lat,long,prof_km,mag_m,mag_ms,mag_mw,type,fecha,hora
-11.9,-77.5,40,4.4,0.0,0.0,historico,1946-09-21,21:55:00
-12.0,-77.8,40,4.3,0.0,0.0,historico,1946-09-26,15:50:00
-12.0,-77.8,40,4.3,0.0,0.0,historico,1946-09-27,13:30:00
-14.332,-76.664,50,6.0,7.0,0.0,historico,1946-09-29,19:59:40
-13.5,-76.0,90,4.9,0.0,0.0,historico,1946-10-09,03:30:00
-11.83,-76.6,30,3.0,0.0,0.0,historico,1946-10-10,11:13:45
-13.5,-76.0,90,4.7,0.0,0.0,historico,1946-10-17,16:15:00
-6.85,-78.46,20,3.8,0.0,0.0,historico,1946-10-23,15:00:00
-12.4,-76.4,90,4.7,0.0,0.0,historico,1946-10-26,23:54:00
-16.5,-71.7,18,3.4,0.0,0.0,historico,1946-11-04,21:30:00
-8.47,-77.86,15,6.9,7.3,6.8,historico,1946-11-10,12:42:53
-18.1,-70.0,30,4.2,0.0,0.0,historico,1946-11-16,04:59:00
-11.83,-76.6,30,3.4,0.0,0.0,historico,1946-11-16,11:36:00
-12.87,-76.406,90,5.6,0.0,0.0,historico,1946-11-19,03:48:00
-12.395,-76.451,90,5.0,0.0,0.0,historico,1946-12-05,02:55:00
-10.8,-78.1,40,4.3,0.0,0.0,historico,1946-12-09,10:05:00
-5.4,-80.8,40,4.3,0.0,0.0,historico,1946-12-10,07:45:00
-8.47,-77.72,25,3.5,0.0,0.0,historico,1946-12-10,13:45:00
-6.0,-81.3,0,5.6,0.0,0.0,historico,1946-12-13,07:49:00
-4.0,-80.7,30,3.7,0.0,0.0,historico,1946-12-13,19:14:00
-17.1,-71.5,30,4.2,0.0,0.0,historico,1947-01-05,14:52:00
-12.0,-77.8,40,4.3,0.0,0.0,historico,1947-01-07,23:40:00
-9.763,-76.418,40,4.3,0.0,0.0,historico,1947-02-03,11:43:00
-11.6,-76.0,30,3.4,0.0,0.0,historico,1947-02-09,09:51:00
-11.2,-75.4,15,4.3,0.0,0.0,historico,1947-02-09,10:18:00
-15.31,-68.81,20,0.0,6.8,0.0,historico,1947-02-24,12:31:00
-7.95,-77.7,25,4.3,0.0,0.0,historico,1947-02-25,03:55:00
-4.0,-80.7,30,3.7,0.0,0.0,historico,1947-02-26,16:34:00
-6.54,-78.62,25,3.3,0.0,0.0,historico,1947-03-15,20:15:00
-12.0,-77.8,40,4.3,0.0,0.0,historico,1947-03-27,00:30:00
-11.1,-74.8,30,3.8,0.0,0.0,historico,1947-03-28,03:40:00
-11.2,-75.4,40,4.0,0.0,0.0,historico,1947-04-01,05:13:00
-17.9,-70.7,70,4.6,0.0,0.0,historico,1947-04-01,09:17:00
-11.2,-75.4,40,4.0,0.0,0.0,historico,1947-04-02,21:57:00
-12.0,-77.8,40,4.5,0.0,0.0,historico,1947-04-03,22:15:00
-11.4,-78.1,40,4.8,0.0,0.0,historico,1947-04-06,00:30:00
-12.0,-77.8,40,4.3,0.0,0.0,historico,1947-04-07,20:30:00
-11.721,-76.92,100,5.0,0.0,0.0,historico,1947-04-08,07:25:00
-11.1,-74.8,30,4.8,0.0,0.0,historico,1947-04-19,03:06:00
-13.5,-72.7,25,3.6,0.0,0.0,historico,1947-04-19,21:05:00
-8.3,-75.1,30,4.2,0.0,0.0,historico,1947-06-01,17:21:00
-8.48,-77.38,20,3.4,0.0,0.0,historico,1947-06-05,09:00:00
-8.48,-77.38,25,3.3,0.0,0.0,historico,1947-07-01,09:30:00
-17.4,-70.2,110,4.9,0.0,0.0,historico,1947-07-05,02:20:00
-8.48,-77.38,25,3.3,0.0,0.0,historico,1947-07-05,20:00:00
-9.392,-79.122,40,0.0,6.1,0.0,historico,1947-07-11,23:27:00
-10.8,-78.1,40,4.1,0.0,0.0,historico,1947-07-19,10:10:00
-13.34,-76.0,90,4.2,0.0,0.0,historico,1947-07-22,10:15:00
-13.5,-76.0,90,4.7,0.0,0.0,historico,1947-07-22,21:25:00
-8.2,-79.3,40,4.5,0.0,0.0,historico,1947-07-25,04:55:00
-8.33,-77.5,20,4.2,0.0,0.0,historico,1947-07-29,07:45:00
-12.0,-77.8,40,4.5,0.0,0.0,historico,1947-07-30,06:50:00
-4.65,-79.45,20,3.5,0.0,0.0,historico,1947-07-31,16:30:00
-12.0,-77.8,40,4.5,0.0,0.0,historico,1947-08-01,00:20:00
-8.33,-77.5,20,3.7,0.0,0.0,historico,1947-08-02,18:45:00
-12.0,-77.8,40,4.3,0.0,0.0,historico,1947-08-03,09:20:00
-4.0,-80.7,30,3.7,0.0,0.0,historico,1947-08-03,21:23:00
-4.0,-80.7,30,4.2,0.0,0.0,historico,1947-08-05,22:23:00
-13.5,-76.0,90,4.7,0.0,0.0,historico,1947-08-11,03:20:00
-12.0,-76.7,80,4.2,0.0,0.0,historico,1947-08-12,07:20:00
-16.7,-71.8,20,3.9,0.0,0.0,historico,1947-08-14,05:15:00
-11.15,-75.9,40,3.5,0.0,0.0,historico,1947-08-14,21:30:00
-11.15,-75.9,40,4.0,0.0,0.0,historico,1947-08-14,22:30:00
-10.6,-75.65,25,4.5,0.0,0.0,historico,1947-08-18,23:57:00
-12.0,-77.8,40,4.3,0.0,0.0,historico,1947-08-22,23:50:00
-11.25,-74.85,40,3.8,0.0,0.0,historico,1947-08-23,16:15:00
-11.83,-76.6,30,3.0,0.0,0.0,historico,1947-08-24,00:15:00
-11.25,-74.85,40,3.8,0.0,0.0,historico,1947-08-24,11:27:00
-16.7,-71.8,20,3.4,0.0,0.0,historico,1947-08-25,04:10:00
-8.6,-75.8,30,4.5,0.0,0.0,historico,1947-09-04,20:41:00
-15.6,-74.8,60,4.3,0.0,0.0,historico,1947-09-10,06:20:00
-10.2,-75.8,40,4.2,0.0,0.0,historico,1947-09-14,23:00:00
-13.5,-76.0,90,4.7,0.0,0.0,historico,1947-09-18,08:15:00
-10.333,-75.881,100,4.7,0.0,0.0,historico,1947-09-21,22:51:00
-15.0,-73.73,110,5.0,0.0,0.0,historico,1947-09-25,18:50:00
-8.32,-77.93,20,3.1,0.0,0.0,historico,1947-09-26,11:48:00
-4.2,-80.7,30,4.1,0.0,0.0,historico,1947-09-29,01:30:00
-5.85,-78.8,20,3.3,0.0,0.0,historico,1947-09-30,14:57:00
-12.0,-77.8,40,4.3,0.0,0.0,historico,1947-10-01,03:00:00
-8.264,-77.588,20,4.0,0.0,0.0,historico,1947-10-01,07:30:00
-8.3,-77.6,30,3.2,0.0,0.0,historico,1947-10-02,19:15:00
-8.3,-77.6,30,3.0,0.0,0.0,historico,1947-10-05,04:10:00
-8.35,-77.45,20,3.5,0.0,0.0,historico,1947-10-07,07:00:00
-9.5,-78.6,40,4.3,0.0,0.0,historico,1947-10-08,12:09:00
-16.5,-71.7,30,3.9,0.0,0.0,historico,1947-10-13,03:45:00
-17.2,-70.7,30,3.2,0.0,0.0,historico,1947-10-14,00:15:00
-13.6,-76.0,90,4.8,0.0,0.0,historico,1947-10-15,03:00:00
-4.0,-80.7,30,4.2,0.0,0.0,historico,1947-10-17,04:48:00
-11.15,-75.9,40,4.5,0.0,0.0,historico,1947-10-19,16:12:00
-16.5,-71.7,15,3.3,0.0,0.0,historico,1947-10-24,16:00:00
-13.0,-72.5,20,4.0,0.0,0.0,historico,1947-10-31,10:00:00
-11.257,-75.088,100,6.2,7.3,0.0,historico,1947-11-01,09:58:53
-2.1,-76.8,0,0.0,6.0,0.0,historico,1947-11-08,00:24:19
-2.1,-76.8,0,0.0,6.0,0.0,historico,1947-11-08,00:29:19
-12.0,-77.8,40,4.3,0.0,0.0,historico,1947-11-15,17:10:00
-12.0,-77.8,40,4.3,0.0,0.0,historico,1947-11-17,23:40:00
-11.8,-77.5,40,4.4,0.0,0.0,historico,1947-11-23,09:56:00
-11.9,-76.9,80,4.7,0.0,0.0,historico,1947-11-24,01:52:00
-11.1,-74.8,30,4.3,0.0,0.0,historico,1947-11-25,13:40:00
-4.0,-80.7,30,4.2,0.0,0.0,historico,1947-11-26,21:27:00
-11.1,-74.8,30,3.8,0.0,0.0,historico,1947-11-28,02:05:00
-12.1,-77.5,40,3.9,0.0,0.0,historico,1947-11-28,23:50:00
-12.1,-77.5,40,3.9,0.0,0.0,historico,1947-12-01,12:10:00
-13.0,-76.2,90,4.3,0.0,0.0,historico,1947-12-04,14:00:00
-12.1,-77.5,40,3.9,0.0,0.0,historico,1947-12-11,06:00:00
-10.2,-75.6,40,4.3,0.0,0.0,historico,1947-12-13,07:10:00
-13.6,-76.6,80,4.3,0.0,0.0,historico,1948-01-04,05:17:00
-11.1,-74.8,30,4.3,0.0,0.0,historico,1948-01-10,03:55:00
-13.57,-71.93,30,3.0,0.0,0.0,historico,1948-01-10,13:26:00
-11.8,-75.1,30,3.8,0.0,0.0,historico,1948-01-11,23:45:00
-7.8,-79.5,40,3.6,0.0,0.0,historico,1948-01-15,23:45:00
-11.1,-74.8,40,4.6,0.0,0.0,historico,1948-01-17,20:17:00
-11.1,-74.8,30,4.3,0.0,0.0,historico,1948-01-25,21:05:00
-7.32,-78.42,30,3.1,0.0,0.0,historico,1948-01-27,06:45:00
-15.0,-73.5,30,3.3,0.0,0.0,historico,1948-01-28,10:00:00
-11.1,-74.8,30,4.3,0.0,0.0,historico,1948-01-28,22:42:00
-12.1,-77.5,40,3.9,0.0,0.0,historico,1948-01-30,19:30:00
-12.1,-77.5,40,3.9,0.0,0.0,historico,1948-02-09,17:22:00
-8.3,-77.2,20,3.4,0.0,0.0,historico,1948-02-14,18:28:00
-8.3,-77.2,20,4.3,0.0,0.0,historico,1948-02-14,19:29:00
-8.3,-77.2,20,3.4,0.0,0.0,historico,1948-02-14,22:23:00
-17.2,-71.1,30,3.6,0.0,0.0,historico,1948-02-17,05:16:00
-3.9,-80.8,40,3.7,0.0,0.0,historico,1948-02-18,14:33:00
-3.9,-80.8,40,4.0,0.0,0.0,historico,1948-02-19,01:50:00
-5.0,-80.7,0,5.1,0.0,0.0,historico,1948-02-19,20:23:11
-5.0,-80.7,0,5.1,0.0,0.0,historico,1948-02-19,20:26:32
-12.2,-77.5,40,4.6,0.0,0.0,historico,1948-02-22,05:58:00
-8.15,-78.05,20,3.1,0.0,0.0,historico,1948-02-26,13:10:00
-10.6,-75.4,30,4.5,0.0,0.0,historico,1948-03-04,05:00:00
-11.1,-74.8,40,4.6,0.0,0.0,historico,1948-03-06,00:17:00
-13.6,-76.6,90,4.8,0.0,0.0,historico,1948-03-06,06:15:00
-12.2,-77.5,40,4.0,0.0,0.0,historico,1948-03-15,05:00:00
-12.2,-77.5,40,4.0,0.0,0.0,historico,1948-03-17,14:20:00
-3.9,-80.8,40,3.7,0.0,0.0,historico,1948-03-19,11:49:00
-14.4,-76.3,60,4.4,0.0,0.0,historico,1948-03-24,16:55:00
-9.9,-75.4,30,4.0,0.0,0.0,historico,1948-03-26,20:40:00
-11.67,-78.167,40,4.8,0.0,0.0,historico,1948-04-04,09:05:00
-11.8,-75.1,30,4.5,0.0,0.0,historico,1948-04-13,23:38:00
-12.0,-77.8,40,4.5,0.0,0.0,historico,1948-04-17,07:00:00
-7.0,-80.3,40,4.8,0.0,0.0,historico,1948-04-17,19:05:00
-16.5,-71.7,30,3.9,0.0,0.0,historico,1948-04-23,20:15:00
-5.95,-78.7,20,3.1,0.0,0.0,historico,1948-04-28,19:28:00
-3.9,-80.8,40,4.3,0.0,0.0,historico,1948-04-30,07:12:00
-8.9,-75.6,30,3.9,0.0,0.0,historico,1948-04-30,19:55:00
-17.5,-70.25,70,7.4,7.3,0.0,historico,1948-05-11,03:55:41
-18.1,-70.0,30,3.2,0.0,0.0,historico,1948-05-12,03:00:00
-8.2,-79.3,40,3.7,0.0,0.0,historico,1948-05-14,19:15:00
-13.0,-76.5,60,6.0,7.0,0.0,historico,1948-05-28,00:36:16
-9.4,-75.4,30,4.6,0.0,0.0,historico,1948-06-02,23:15:00
-7.8,-79.5,40,4.2,0.0,0.0,historico,1948-06-10,19:15:00
-7.8,-79.5,40,3.7,0.0,0.0,historico,1948-06-11,22:40:00
-7.7,-74.3,200,0.0,6.1,0.0,historico,1948-06-14,04:20:00
-7.8,-79.5,40,4.3,0.0,0.0,historico,1948-06-14,19:10:00
-16.5,-71.7,30,3.2,0.0,0.0,historico,1948-06-15,00:01:00
-7.3,-79.5,40,4.1,0.0,0.0,historico,1948-06-17,19:15:00
-17.3,-70.8,30,3.1,0.0,0.0,historico,1948-06-23,02:25:00
-17.296,-70.796,30,3.6,0.0,0.0,historico,1948-06-23,02:45:00
-17.1,-71.1,30,3.1,0.0,0.0,historico,1948-06-23,20:30:00
-11.9,-77.5,40,3.8,0.0,0.0,historico,1948-07-01,15:25:00
-17.1,-71.1,30,3.6,0.0,0.0,historico,1948-07-02,14:05:00
-17.2,-70.8,30,3.5,0.0,0.0,historico,1948-07-04,02:30:00
-17.3,-70.8,30,3.1,0.0,0.0,historico,1948-07-04,19:45:00
-17.1,-71.2,30,3.2,0.0,0.0,historico,1948-07-05,14:07:00
-16.238,-74.24,30,6.1,7.1,0.0,historico,1948-07-20,06:02:17
-17.2,-71.1,30,3.6,0.0,0.0,historico,1948-07-20,23:20:00
-11.7,-77.8,40,4.5,0.0,0.0,historico,1948-08-04,00:45:00
-12.6,-76.5,80,4.4,0.0,0.0,historico,1948-08-15,02:35:00
-13.42,-72.8,25,3.8,0.0,0.0,historico,1948-08-16,06:15:00
-13.5,-76.0,90,4.4,0.0,0.0,historico,1948-08-17,12:45:00
-12.6,-76.5,80,4.4,0.0,0.0,historico,1948-08-19,18:45:00
-12.2,-77.5,40,4.0,0.0,0.0,historico,1948-08-20,07:00:00
-3.9,-80.8,40,4.3,0.0,0.0,historico,1948-08-31,07:47:00
-12.2,-77.5,40,4.5,0.0,0.0,historico,1948-09-05,05:14:00
-13.0,-76.2,90,4.3,0.0,0.0,historico,1948-09-07,20:30:00
-12.6,-77.5,80,4.7,0.0,0.0,historico,1948-09-21,03:25:00
-5.4,-80.8,80,4.2,0.0,0.0,historico,1948-09-23,16:16:00
-3.9,-80.8,40,4.3,0.0,0.0,historico,1948-09-27,04:27:00
-14.0,-72.8,30,4.3,0.0,0.0,historico,1948-10-02,13:10:00
-13.0,-76.2,90,4.3,0.0,0.0,historico,1948-10-09,05:25:00
-18.0,-69.92,30,3.3,0.0,0.0,historico,1948-10-09,16:45:00
-13.44,-72.51,25,3.3,0.0,0.0,historico,1948-10-10,03:40:00
-17.3,-70.8,30,3.6,0.0,0.0,historico,1948-10-10,12:00:00
-12.05,-77.5,40,4.1,0.0,0.0,historico,1948-10-12,02:49:00
-7.8,-79.5,50,3.8,0.0,0.0,historico,1948-10-17,22:40:00
-18.0,-69.92,30,3.8,0.0,0.0,historico,1948-10-28,22:05:00
-16.6,-71.6,35,3.5,0.0,0.0,historico,1948-10-31,21:11:00
-13.544,-71.964,25,3.3,0.0,0.0,historico,1948-11-06,05:17:00
-11.8,-75.1,30,3.8,0.0,0.0,historico,1948-11-06,12:30:00
-13.0,-76.2,80,4.2,0.0,0.0,historico,1948-11-13,05:05:00
-12.345,-77.293,70,4.9,0.0,0.0,historico,1948-11-18,03:18:00
-16.5,-71.7,25,4.0,0.0,0.0,historico,1948-11-24,13:45:00
-11.0,-75.9,30,3.6,0.0,0.0,historico,1948-12-02,23:00:00
-8.48,-77.46,25,3.2,0.0,0.0,historico,1948-12-12,09:50:00
-9.5,-78.6,40,4.5,0.0,0.0,historico,1948-12-21,19:35:00
-12.1,-77.5,40,3.9,0.0,0.0,historico,1948-12-25,10:20:00
-3.9,-80.8,30,4.1,0.0,0.0,historico,1948-12-26,12:35:00
-9.5,-78.6,40,3.8,0.0,0.0,historico,1948-12-30,08:20:00
-11.1,-74.8,30,4.1,0.0,0.0,historico,1949-01-01,17:47:00
-12.1,-77.5,40,4.5,0.0,0.0,historico,1949-01-03,05:35:00
-8.2,-79.3,40,4.3,0.0,0.0,historico,1949-01-04,23:45:00
-11.1,-74.8,30,4.3,0.0,0.0,historico,1949-01-05,21:12:00
-11.5,-75.0,30,4.4,4.7,0.0,historico,1949-01-07,02:00:00
-16.5,-71.7,25,3.6,0.0,0.0,historico,1949-01-09,23:40:00
-13.57,-71.93,35,3.1,0.0,0.0,historico,1949-01-10,13:25:00
-16.5,-71.7,40,3.3,0.0,0.0,historico,1949-01-10,19:58:00
-16.5,-71.7,25,4.0,0.0,0.0,historico,1949-01-12,16:22:00
-12.4,-77.3,50,4.5,0.0,0.0,historico,1949-01-13,11:48:00
-9.3,-78.8,40,4.3,0.0,0.0,historico,1949-01-20,11:30:00
-9.6,-78.6,50,3.9,0.0,0.0,historico,1949-01-25,16:30:00
-8.51,-77.68,20,3.4,0.0,0.0,historico,1949-01-25,18:49:00
-4.4,-81.6,30,4.6,0.0,0.0,historico,1949-01-25,20:40:00
-16.5,-71.7,25,3.8,0.0,0.0,historico,1949-01-26,07:45:00
-5.85,-78.8,20,3.3,0.0,0.0,historico,1949-02-01,17:01:00
-11.2,-75.4,40,4.0,0.0,0.0,historico,1949-02-02,13:25:00
-8.43,-77.55,20,3.3,0.0,0.0,historico,1949-02-13,09:20:00
-12.5,-75.0,40,4.4,0.0,0.0,historico,1949-02-24,06:35:01
-17.8,-70.2,30,3.6,0.0,0.0,historico,1949-03-02,04:00:00
-10.8,-78.05,40,4.2,0.0,0.0,historico,1949-03-03,03:00:00
-18.1,-70.0,30,3.9,0.0,0.0,historico,1949-03-07,01:25:00
-9.4,-75.4,30,4.6,0.0,0.0,historico,1949-03-13,04:35:00
-18.1,-70.0,30,3.7,0.0,0.0,historico,1949-03-16,23:30:00
-15.5,-69.5,0,5.1,0.0,0.0,historico,1949-03-17,00:49:06
-13.5,-76.0,90,4.7,0.0,0.0,historico,1949-03-19,22:00:00
-11.2,-75.4,40,4.0,0.0,0.0,historico,1949-03-20,04:45:00
-14.9,-75.1,90,4.9,0.0,0.0,historico,1949-04-02,04:00:00
-13.5,-76.0,90,4.7,0.0,0.0,historico,1949-04-05,02:00:00
-8.38,-77.46,30,3.2,0.0,0.0,historico,1949-04-10,14:12:00
-13.0,-76.2,90,4.8,0.0,0.0,historico,1949-04-12,17:00:00
-13.5,-76.0,90,4.7,0.0,0.0,historico,1949-04-14,03:00:00
-13.5,-71.6,25,3.8,0.0,0.0,historico,1949-04-15,20:45:00
-11.26,-75.0,90,4.7,0.0,0.0,historico,1949-04-22,19:30:14
-19.75,-69.0,0,6.4,7.3,0.0,historico,1949-04-25,08:54:59
-17.2,-70.7,30,3.2,0.0,0.0,historico,1949-05-01,20:05:00
-8.44,-77.57,20,3.2,0.0,0.0,historico,1949-05-11,22:25:00
-11.9,-76.4,30,3.2,0.0,0.0,historico,1949-05-12,21:27:00
-12.4,-77.4,40,4.3,0.0,0.0,historico,1949-05-16,10:10:00
-12.0,-76.85,90,4.6,0.0,0.0,historico,1949-05-16,23:55:00
-12.4,-77.4,40,4.5,0.0,0.0,historico,1949-05-19,16:46:00
-13.5,-76.0,90,4.7,0.0,0.0,historico,1949-05-19,23:00:00
-5.6,-78.96,20,3.4,0.0,0.0,historico,1949-05-21,18:05:00
-18.1,-70.0,30,3.7,0.0,0.0,historico,1949-05-29,20:43:00
-4.0,-81.5,30,5.0,0.0,0.0,historico,1949-05-30,03:36:00
-4.0,-81.5,30,5.0,0.0,0.0,historico,1949-06-03,12:45:00
-15.65,-74.15,20,4.1,0.0,0.0,historico,1949-06-15,21:25:00
-12.4,-77.4,40,4.0,0.0,0.0,historico,1949-06-28,14:20:00
-4.0,-80.8,30,3.2,0.0,0.0,historico,1949-07-03,06:50:00
-8.46,-77.57,30,3.2,0.0,0.0,historico,1949-07-03,20:35:00
-8.48,-77.42,30,3.0,0.0,0.0,historico,1949-07-10,19:00:00
-16.62,-71.5,25,3.6,0.0,0.0,historico,1949-07-13,02:45:00
-8.48,-77.42,25,3.3,0.0,0.0,historico,1949-07-13,11:50:00
-8.32,-77.51,20,4.0,0.0,0.0,historico,1949-07-15,00:30:00
-15.5,-73.0,150,0.0,6.5,0.0,historico,1949-07-21,03:01:39
-11.15,-75.9,20,4.3,0.0,0.0,historico,1949-07-25,00:45:00
-12.4,-77.4,40,4.5,0.0,0.0,historico,1949-07-26,00:20:00
-8.41,-77.6,30,3.5,0.0,0.0,historico,1949-07-29,11:45:00
-12.0,-77.5,40,4.2,0.0,0.0,historico,1949-08-01,09:44:00
-12.4,-77.4,40,4.5,0.0,0.0,historico,1949-08-05,21:54:00
-8.33,-77.53,25,3.6,0.0,0.0,historico,1949-08-09,20:30:00
-12.4,-77.4,40,4.0,0.0,0.0,historico,1949-08-10,16:15:00
-11.95,-76.55,30,3.5,0.0,0.0,historico,1949-08-18,23:41:00
-18.1,-70.0,30,3.7,0.0,0.0,historico,1949-08-22,01:20:00
-17.0,-71.0,30,3.9,0.0,0.0,historico,1949-08-25,13:45:00
-12.4,-77.4,40,3.9,0.0,0.0,historico,1949-08-30,09:55:00
-8.44,-77.48,25,3.3,0.0,0.0,historico,1949-09-09,05:30:00
-3.8,-80.8,30,4.0,0.0,0.0,historico,1949-10-13,20:37:00
-13.0,-76.2,90,4.8,0.0,0.0,historico,1949-10-26,12:15:00
-11.2,-75.4,30,3.4,0.0,0.0,historico,1949-11-03,17:15:00
-11.2,-75.4,30,3.9,0.0,0.0,historico,1949-11-05,18:45:00
-8.32,-77.57,20,3.5,0.0,0.0,historico,1949-11-15,11:30:00
-11.2,-75.4,30,3.9,0.0,0.0,historico,1949-11-21,00:45:00
-17.3,-72.4,30,4.3,0.0,0.0,historico,1949-11-28,03:00:00
-12.4,-77.4,40,4.3,0.0,0.0,historico,1949-12-01,20:35:00
-18.0,-70.0,0,5.5,0.0,0.0,historico,1949-12-03,07:01:54
-5.0,-77.3,30,3.4,0.0,0.0,historico,1949-12-18,15:32:00
-11.25,-74.9,100,4.8,0.0,0.0,historico,1949-12-22,02:58:00
-8.32,-77.57,20,3.5,0.0,0.0,historico,1949-12-23,01:30:00
-12.4,-77.4,40,4.3,0.0,0.0,historico,1950-01-03,01:00:00
-13.0,-76.2,90,4.8,0.0,0.0,historico,1950-01-03,14:35:00
-8.43,-77.55,20,3.5,0.0,0.0,historico,1950-01-12,22:00:00
-13.5,-71.2,15,3.6,0.0,0.0,historico,1950-01-15,21:30:00
-13.5,-71.2,15,4.1,0.0,0.0,historico,1950-01-17,00:00:00
-13.5,-71.2,25,3.5,0.0,0.0,historico,1950-01-26,01:00:00
-12.2,-77.5,40,4.5,0.0,0.0,historico,1950-02-02,01:45:00
-4.4,-81.0,30,3.8,0.0,0.0,historico,1950-02-20,19:25:00
-7.4,-79.9,40,4.3,0.0,0.0,historico,1950-02-26,03:55:00
-12.2,-77.5,40,4.7,0.0,0.0,historico,1950-03-04,21:17:18
-8.0,-71.0,0,0.0,8.6,0.0,historico,1950-03-07,03:03:00
-12.4,-77.3,40,3.9,0.0,0.0,historico,1950-03-11,04:20:00
-9.601,-75.625,150,5.9,6.8,0.0,historico,1950-03-13,22:10:02
-10.3,-75.7,150,5.0,0.0,0.0,historico,1950-03-14,04:40:00
-12.4,-77.3,40,3.9,0.0,0.0,historico,1950-03-21,04:00:00
-11.1,-74.8,30,4.5,0.0,0.0,historico,1950-03-22,18:43:00
-11.1,-74.8,30,4.5,0.0,0.0,historico,1950-04-26,01:11:48
-13.477,-72.102,15,5.6,6.0,0.0,historico,1950-05-21,13:37:40
-13.57,-71.93,30,3.0,0.0,0.0,historico,1950-05-23,16:00:00
-13.57,-71.93,30,3.0,0.0,0.0,historico,1950-05-23,19:00:00
-13.544,-71.964,25,3.6,0.0,0.0,historico,1950-05-25,13:03:00
-17.2,-70.6,30,3.8,0.0,0.0,historico,1950-05-27,03:15:00
-13.57,-71.93,30,3.0,0.0,0.0,historico,1950-05-28,04:00:00
-12.4,-77.5,40,4.9,0.0,0.0,historico,1950-05-30,19:45:00
-13.57,-71.93,30,3.0,0.0,0.0,historico,1950-06-01,03:00:00
-4.4,-81.0,30,3.6,0.0,0.0,historico,1950-06-02,07:40:00
-18.1,-70.0,30,3.2,0.0,0.0,historico,1950-06-02,13:52:00
-4.9,-76.742,150,6.2,6.8,0.0,historico,1950-06-07,11:52:34
-13.4,-73.2,30,4.0,0.0,0.0,historico,1950-06-09,13:40:00
-14.5,-70.0,287,5.1,0.0,0.0,historico,1950-06-14,02:59:23
-17.8,-70.2,30,3.6,0.0,0.0,historico,1950-06-14,03:04:00
-14.05,-71.55,20,3.4,0.0,0.0,historico,1950-06-16,03:05:00
-11.7,-77.0,90,4.9,0.0,0.0,historico,1950-06-17,16:25:00
-15.0,-70.0,0,4.9,0.0,0.0,historico,1950-06-22,17:53:37
-17.2,-70.7,30,4.2,0.0,0.0,historico,1950-06-22,17:55:00
-16.6,-71.6,40,3.4,0.0,0.0,historico,1950-06-29,01:30:00
-16.5,-71.7,40,3.8,0.0,0.0,historico,1950-06-30,05:25:00
-17.7,-70.3,30,3.8,0.0,0.0,historico,1950-06-30,16:15:00
-8.0,-79.4,40,4.4,0.0,0.0,historico,1950-07-08,21:38:00
-8.9,-74.3,40,4.6,0.0,0.0,historico,1950-07-09,00:20:00
-8.2,-71.0,667,5.8,6.4,0.0,historico,1950-07-09,04:45:07
-17.5,-70.0,120,4.9,0.0,0.0,historico,1950-07-13,15:38:00
-17.5,-70.0,120,4.6,0.0,0.0,historico,1950-07-14,23:30:00
-14.1,-71.5,20,4.3,0.0,0.0,historico,1950-07-17,07:25:00
-17.2,-70.8,30,3.0,0.0,0.0,historico,1950-07-22,17:55:00
-8.4,-77.58,20,4.3,0.0,0.0,historico,1950-08-06,15:35:00
-7.0,-80.3,40,4.8,0.0,0.0,historico,1950-08-07,22:35:00
-12.2,-77.5,40,4.0,0.0,0.0,historico,1950-08-09,21:55:00
-5.58,-78.9,20,3.3,0.0,0.0,historico,1950-08-18,05:33:00
-8.2,-79.3,40,4.3,0.0,0.0,historico,1950-08-21,05:25:00
-13.7,-71.85,25,3.6,0.0,0.0,historico,1950-08-24,22:35:00
-13.5,-71.2,15,3.8,0.0,0.0,historico,1950-09-04,12:45:00
-12.4,-77.5,40,4.1,0.0,0.0,historico,1950-09-16,11:16:00
-8.0,-71.0,650,5.6,6.0,0.0,historico,1950-09-18,14:36:43
-11.1,-74.8,40,4.1,0.0,0.0,historico,1950-09-24,11:26:00
-11.1,-74.8,30,4.3,0.0,0.0,historico,1950-09-27,03:07:00
-8.0,-79.5,40,4.2,0.0,0.0,historico,1950-10-08,00:40:00
-13.6,-76.0,90,0.0,4.8,0.0,historico,1950-11-03,20:30:00
-8.44,-77.57,20,3.5,0.0,0.0,historico,1950-11-06,02:00:00
-17.3,-70.6,30,4.1,0.0,0.0,historico,1950-11-15,12:45:00
-14.3,-76.5,50,0.0,4.6,0.0,historico,1950-11-16,11:48:00
-3.4,-80.6,30,4.0,0.0,0.0,historico,1950-11-18,04:40:00
-17.3,-70.6,30,4.3,0.0,0.0,historico,1950-11-20,16:48:00
-18.0,-69.9,30,4.1,0.0,0.0,historico,1950-11-27,09:13:00
-8.2,-71.0,667,5.9,6.8,0.0,historico,1950-12-02,10:19:22
-12.4,-77.5,40,4.6,0.0,0.0,historico,1950-12-04,08:18:00
-23.5,-67.5,100,7.0,8.3,0.0,historico,1950-12-09,16:38:48
-14.25,-75.75,80,7.1,7.0,0.0,historico,1950-12-09,21:50:42
-8.3,-79.25,40,4.3,0.0,0.0,historico,1950-12-11,22:35:00
-14.3,-75.8,80,4.6,0.0,0.0,historico,1950-12-25,08:25:00
-12.4,-77.5,40,4.6,0.0,0.0,historico,1950-12-26,16:05:00
-17.0,-71.2,30,4.1,0.0,0.0,historico,1950-12-26,23:30:00
-7.5,-71.0,650,5.7,6.2,0.0,historico,1950-12-28,09:17:26
